Name,Cluster,Latitude,Longitude
w7EH4zrif6aXR7zdLQ1mIg,42,40.10896,-88.2055674
OjIjvk3J3Lh8dsS6yNzkRw,39,40.1117875,-88.2261596
AEqvyxNHm3YFzArBinr2_Q,42,40.1112417,-88.2071629
mbHfXlcPGQyPKtuh5CJ1Iw,36,40.114132,-88.238369
fYE54FZCIFYYdFs-AkqRuw,39,40.1114257,-88.2304288
Rj0EiZoTEHqUo_wt-MTd0g,36,40.1105978,-88.2428884
CcsJm10_5ULE0j41DkcQ6g,36,40.117237,-88.2431919
YeTgTdVi07UhZBv_LBh_kQ,42,40.1105839,-88.2070866
SylIXJBWAZ92eZ-NgShUAQ,36,40.119933,-88.2428274
WuYyJjMOQ9-mYArlNWlaig,39,40.110039,-88.229804
1A_4WE4hdpdU3pG6PWUOVw,36,40.116869,-88.242964
p8GMdsCCy-NV_wZuDaU2Jw,36,40.1170558,-88.2432469
ymGJaPobZ_LrH9wQgTjeGQ,36,40.1166102,-88.2412504
lPySbFYBYXW1zepKUV4euQ,36,40.118791,-88.2413056
8diLGO9WGVQWr05FWZ_yTw,39,40.1105469,-88.234234
d-H7FdvcpIE7pQ-Z2Yl_wA,36,40.1168629,-88.2434931
SQASst3NU4tA-t4cmWLILA,39,40.1105931,-88.2296109
sVzHjxevdRsnTcvUxk7BXw,39,40.110541,-88.235002
dvO4zlxg3GoK_CiqbvtxbQ,42,40.1137608,-88.2088348
XEG7u_7iBmJAnAe30uJtdA,36,40.118679,-88.242863
7ICHhzV20NHITwLwaVWsQg,42,40.1138007,-88.2053424
hqA05Q0Y0Ufv-rDpA_85Eg,42,40.1105839,-88.2070866
ucqMmYA5hiXZO1uV0YN8Vw,39,40.1104207856,-88.2297450105
sIbFKvkV3yTH7QJJBDi1UA,42,40.1111342,-88.2088925
ivZo1goh7HXdep03NfA7Cg,36,40.110373,-88.238918
rG55ylsEVyxPUYEGqShnJA,42,40.1123076506,-88.2083105296
3BHId7STldaICUk-WVE7sA,39,40.10933,-88.231668
YHHNxJVtuays5-uJSNgxpw,36,40.113786,-88.243041
BeLcR_j30FiNj70osGXOVw,39,40.1097607448,-88.2272078138
G4x5E6om0Am7tqJfg63q3g,36,40.111222,-88.2384639
7LAtL5exU4nrC-5W6HT4cQ,36,40.1221403,-88.243543
h9xdY1NO4GnNijNChTy-8A,36,40.1169069806,-88.2426019246
WzkHcPgmNHAbTgwjNNMhCw,42,40.1123976963,-88.209259671
8gZy9OrA9h__P0TVlElDtw,39,40.1159902,-88.2316279
1tK0k-vRgGFC3oSZNUJ58Q,39,40.110474,-88.233544
wyybGK78UmCoc8TNfB9x_g,36,40.112609,-88.2424159
-sj2b_RU1vQPulgdB7tu3A,42,40.117278,-88.203156
KQXusKEWX5iTdzSJStW8Dg,39,40.1092811348,-88.2313949615
eSVQBYV8HU3Gna2KOC8y-g,36,40.1182231,-88.2435515
75J72bE46rJQwmaeRvy1Lg,36,40.1178493,-88.2450179
5UvM_u7V4x2pQrsuzPdA_g,42,40.110569,-88.203507
XTvOfTQignwmJ8d_wWzNqg,36,40.1164204,-88.2433829
Uw1DZhEtTmLzMcXmdpR8Pw,39,40.108174,-88.229693
fAl42qNbAlG9G_Yu_Gq6SQ,42,40.115868,-88.2113762
U2VUcIbuxGT6rK1EETf8aA,39,40.1105931,-88.2296109
6F0Txs2KwRHXvdmfGSNDsQ,36,40.1202006,-88.2435455
10eUFLhA725dAnR-GqUPiA,42,40.1124572,-88.2080181
31LKw0AjFdCvGH2fIE0cwQ,39,40.109995,-88.22911
a1CduvjSstYrmSUoaOHYTQ,39,40.1126867,-88.2302994
Vi9dFbRNDO8BzXJuCdVufg,39,40.1100319,-88.2330779
Y6jWHVbcWULr00HHYLCRyQ,39,40.110053,-88.2308539
wRJURncpTnLI_kf9bu87lQ,13,40.111024,-88.197063
PNTxTIpcM1_NVMO9i4Rt_Q,36,40.121275,-88.242132
1j7xdgHkm-zU036o9EOUDw,36,40.117743,-88.240826
zk9jN77t4q0mSmPHRwPojw,39,40.1099093,-88.2295366
gtBLo6tkIsU-OlUegS5RzQ,36,40.114015,-88.243971
q3CvvIGHoEfe4EuZIxElpA,42,40.1182778,-88.2172578
7bJ3goEhvFu_FFiyCad2oA,39,40.110827,-88.231612
u5ppdaQl5e29ggQSBxhU3g,39,40.1107889,-88.230157
EJCIIIy4RghSG3Blsg9BrA,39,40.1112203703,-88.2290604075
_FAKUOcKi8PoztprX95oGw,42,40.112708,-88.209562
tSObxv4wRa99nEDaB8Xisw,39,40.110554,-88.232373
UvQCdPSXUdnmzbDEtUaoXQ,39,40.1160268,-88.2301808
icumGKhp1TQEPBm5kUs3XQ,36,40.117421,-88.2406818
M-eAou5siImNKoxxcSEX-g,36,40.109909,-88.240973
RdDRWuHNZVUCY6t-VkVsAg,36,40.1154409,-88.239519
V69uCAppP6qyBZGq6Kv8_A,36,40.119068,-88.242791
oHKjjwehNipcGIYBThWg9w,36,40.119807,-88.2438559
zWywRjPZSKVieUVnzE1eLA,39,40.110083,-88.229496
Wnrcy1Z7BHMej6i0xyKMXA,42,40.11,-88.2099999
HBCVabWTjFctAbGbgstTYw,42,40.110929,-88.212056
rE8048_DAh3Z8Tep466wrA,39,40.1100319,-88.2330779
C9ByKP-8hORBNPBv0sCqbQ,42,40.1113533407,-88.2070030915
2UAbUSTMsR9G26A8AYO3dA,36,40.1169853,-88.2427068
tvajpNC9pqnT8fCw6G10Tw,36,40.1126156,-88.2419785
L7emIRsQR0aRnZrpppIU_w,42,40.1180537,-88.2040613
VY8GOpewcFZpfNKf-rsLvA,36,40.118535,-88.244666
dAJ6DX-GQpd46CuwXwFT_A,39,40.1126999,-88.2288858
PBigJygtmkRa-b2QIR8JDg,39,40.109259,-88.230699
gVp2MmQ2VP8bzeObzX6Qtw,36,40.1172781,-88.2428439
BAPuvOua58_WpsblqbPeqQ,42,40.1105875,-88.2072697
VlWL5QDNc0fFskZeougbhw,39,40.110756,-88.230634
pygZcdPZ-XMp8CY8_5tE8A,36,40.1101982,-88.2430455
zyIELEt6zTdBvGgxReq86A,42,40.1124238,-88.2082406
tWDmP2CxPiIHcrcg9ZOUGA,39,40.1092784,-88.2317452
jKPEJgRE_WvryvExq7zogQ,39,40.11052,-88.230628
TYyzrCsnGu7Dy8QbH5b4nQ,36,40.114144,-88.239757
U_km3yV52pqscu4mlXgIWw,39,40.109335,-88.23084
YUXKDhvZlODJ5_QlrXIFLA,36,40.117021,-88.243038
TvJxDdA_rGs3dQeWOAGVKw,42,40.1168107,-88.2102582
bcW-OuYklAXeEZWBgc7TaA,36,40.1170088,-88.2432482
xwteMLHEtxdTGHASpXQcfg,39,40.1106185,-88.2312662
YUxbw8bcfSXzn1BX06gg9g,36,40.110524,-88.241673
jfgQ8qhbYEUKt3L90vaTAQ,36,40.1221403,-88.243543
Yu6TFYr8jgUFbV6xTwqbUQ,36,40.1092749,-88.241482
6W9v1zcSeWuYTg88FqnZfg,39,40.109243,-88.227253
uhzZM-WwNsaVuvGRjv3mXw,39,40.1100629,-88.231789
ev1lmQJKafya4DkjylRyxA,36,40.1127011,-88.2407279
o8NY7kXr7RVD2xSDkZ-TGQ,36,40.1111456,-88.2441689
xUgj_KF0-XRv_DBj96Yiaw,36,40.1111456,-88.2441689
mv1gFZ8FYsFIOTENKhXddw,42,40.1134471,-88.2030657
3uDryXqpoRG5ZKYkEsg_zw,39,40.1105984,-88.2290979
xjSFeUIvCZBzDHwQ_26TJg,42,40.117278,-88.203156
ponsgEoUUKJwr-TzcM4BLQ,36,40.119931,-88.243878
CvYXcaFhgZ8WlM5iJ0uS5A,42,40.112708,-88.209562
OeuVJI9-JSjGLDBxtntsdw,36,40.1175503,-88.243507
f5aXnsPe190p42LMaevHkA,36,40.1178493,-88.2450179
LN0mZ37BeruC0XjyhES-ug,42,40.116832,-88.207131
DjJS8vJXzmpwMUEAcxCexg,36,40.1190386,-88.2438816
sH-CPe7chQDfb2fAWHAMrA,36,40.1211828,-88.2434596
LxNSRHiE33bjE0ZvTkmdBA,36,40.1164204,-88.2433829
22zFwtJGYhHbWiFS3GaJ7Q,42,40.11054,-88.207147
rJCou4KxXdgLfWSpVdGzVw,42,40.1105875,-88.2072697
p3hX_0h-z__vWabQhkfDdA,36,40.1180359,-88.243877
FJidk-NP4mxLJJPGaHUVJQ,42,40.112708,-88.209562
1T2rnvl67Gk9Uc0gzsCKQA,39,40.109713,-88.2317829
9ltD-2W5nztWNbfHvkTMXA,36,40.1180841,-88.2450068
xFoOS3bg_8T5zFFtd0TFXQ,13,40.115404,-88.195252
I9tmP7Ip53LrlUWihxZ_dA,42,40.112189,-88.211629
ctcFLAQLytYlXGQc2EfCHQ,36,40.1163048,-88.2435213
518uzb7bRmoy7Ne14j4SPA,36,40.113786,-88.243041
gDpaJNo0-DX7ue0UEfjYug,36,40.1111456,-88.2441689
1IxGmH6sn7CnUl8BVwp5hA,36,40.110515,-88.237634
M5E7DW8rqI4v37HhD2pzGQ,36,40.1178493,-88.2450179
swQhtm-r6dK-uDbcf8CAlg,39,40.1099849,-88.2327276
1ohV-AKGrQDXFtpOxrZqJQ,39,40.1130142,-88.2338552
R3dSeFD8k_Z-EHNLlUELiw,42,40.1186156,-88.2041131
UrxAu3jjRM_u6iQXDPzkSQ,39,40.110085,-88.229304
wO8c-FbduauxCGiEHchGRA,42,40.1128225269,-88.2090229914
jS0mmzYf4mouMEcGzQ5Z-Q,39,40.1104696,-88.2331177
p8V-LWH04dHLwri23qUyOw,39,40.109243,-88.227253
GpMijrYiLAU0FdOQo9Af_w,36,40.116164,-88.242955
r30972eLmnjKbKNc_GtHwA,36,40.1182345,-88.2435423
nDdsCw5YkVXPmMQhp9iAvQ,39,40.1092117,-88.23147
q8gBakl8Z6NOS2oTu8d6zA,36,40.112846,-88.240661
uvcPU7IuUHOwX-mBZeELlQ,39,40.1105073,-88.2314522
ymqyjyFQ-iVPmqfNs82NTg,39,40.1104174,-88.2360945
jQbdeplrAxIl8nM-eDeiRw,36,40.1177896,-88.2420424
U8fJ4fEhoFGqxYLK_VNoEQ,39,40.1111735243,-88.22904367
ZSTTU_-duEqyIDZgLV45DA,39,40.110086,-88.229227
F1UsF9LU5h7xp1k9LytT-w,39,40.1102799,-88.2298014
zbfGsSEKu4OR1QAZaV6V3A,36,40.1128485,-88.2456257
BYqyxLaW9aIQ07BRs-Khrw,39,40.1108998121,-88.225634608
AOGzysBmiU_lQAh6YVxarw,39,40.108173,-88.229887
6U94ybDpNd0fTL7TIzb5Kg,36,40.1177419112,-88.241513984
I9iYkqmioN8MuWEB9wWxkg,39,40.1092217,-88.2305203
-StiqyQX9YxKb6VYp2DRfg,36,40.112846,-88.239454
Vdpy1H38DUr-SAjmiJH9_w,15,40.0729250439,-88.249300854
2cW9LyHHChCSmcI4lBs5sw,42,40.1124516,-88.2082596
4qe-LsO26fb-53qzAhHr5Q,42,40.112601,-88.200701
6pHQWt6OgTivfOk52O_Wqg,42,40.1112551,-88.2071686
jYsSKOk5OmAniCp_bYmS1g,42,40.113363,-88.216485
NEhBjZYerDPmEBqXBCfTIA,36,40.112869,-88.244493
QVim0C9ObKtTUDLq0MgqqQ,17,40.17793,-88.24037
JCqFWCn31OMSk-vqF5aYNQ,36,40.1182854119,-88.2433998585
j5EEOKd7VAXv4Jxdxi9qgA,13,40.113679,-88.1976634
Aln3dngHMyG6OyPBe7fucw,36,40.119807,-88.2438559
jogjR7HQSQaco6U1ID6b3g,39,40.1102889,-88.2324709
O_HxmcRtxdJluerS2RYqtA,39,40.1104309,-88.2272917
lU-BbLBvF9GsPNZ56rnbeQ,42,40.112111,-88.212589
bi5WD-l4DCkCEuYKOYrYtQ,36,40.1155244,-88.2438479
KsP8Fv4SKr4dg3P6C_Yszg,42,40.1117245259,-88.2088422693
1XHZT_4TFsgtRyRbI84Hfg,42,40.1167919,-88.205811
xky2rWT8kpsdyJ4YgZB3Jw,36,40.1104641,-88.2439326
nvBLtxbaC2sDlHKbDZ_37Q,39,40.11011,-88.229918
xWQiSAfM4m8TATkwjVj1iQ,36,40.1160349,-88.237777
BH5ItzgUlz0GoYJxknV3Zg,42,40.1123878,-88.2021935
OasJ_Jq4cUEHvWLa7UoQzQ,39,40.116631,-88.23472
WQ16lzXkx-y8Ahl0d7gSsQ,39,40.1103992462,-88.2298402289
UqPDUzX87YHTMoFGvuXPWQ,42,40.1121494,-88.2082725
DWjperazeOT-Hu1qpO2_Bw,36,40.117021,-88.243038
rYFNciGj7nGw7BURoeLB5Q,36,40.112777,-88.243852
1S07OVrtlA53CACci5jWgQ,42,40.1139865,-88.2029151
umWStNDUdE1QtbnPjPCfwg,13,40.11105,-88.196084
xt4QrV09JV27QzNfOoEcrA,42,40.1112508,-88.2072358
qevmzWge4_pwJ6SB8gKTiA,36,40.12125,-88.242802
OQIDPNTLuOD8io9FoKKIKA,36,40.1101985,-88.2402729
yjSYoypYG_B3agLU1qT7VQ,39,40.110084,-88.229381
_aQl48r1YP6FlvgdDkF0uQ,42,40.1105839,-88.2070866
52GfbenV9CybzFTvUjajmQ,39,40.109243,-88.227253
6M1F5AECDtWff1Tu3uLEWA,39,40.110554,-88.232373
cHKEoEVridjGNoWPS77XAQ,36,40.1123633,-88.2445047
ESF95kOxkCYtc2-JKYLDwA,39,40.112407,-88.233285
3lHBRYjfaMTZeWuQs9vvQw,39,40.110554,-88.232373
eKzME8Ax_RHe1f0YmXD8tg,42,40.1132101,-88.204989
wzr66Biu-Cn5VV0kTkADHg,42,40.1166719,-88.204025
MVH3JOKpQvMTP4jxwBUhkA,39,40.1103799066,-88.2301879674
-zp9i-4tWoyqX8SJE3jI6w,42,40.110634,-88.207179
a5KCrsAe0G-FYIGrVVANgQ,42,40.11679,-88.2092459
9w1FCHEGc2CWBl0nzX-SUg,39,40.1097387,-88.2273147
KGGYlneCtF4xQT9T5eKV5g,39,40.110827,-88.231612
54dHsqbpPjpUtjbS99DEOg,36,40.1175979,-88.2413998
rKaIBzG_LGJFHsy7Uqpzmw,36,40.1171407,-88.2414942
hed-iIA7X_l_h38K-q8Wmg,36,40.110524,-88.241673
u-uLHVaDZdlbQYmcYeFm_Q,39,40.1104614,-88.2318621
KvZ-05xTCXzEx98ZHsZ_Dw,36,40.11698563,-88.242283532
-6GmhSnM8D48JtJkxVAmbA,39,40.1104308,-88.2326799
XL5MmKKzob_TIiRW_GnhAA,42,40.111454,-88.2046189
INMS1eoB5V-22QIL33CgmQ,42,40.1167446,-88.2144857
PeQ3gtLHAg9ov0YuM-m21A,36,40.1165558776,-88.2420127724
cFivwA18popY5GH2tJtXlQ,36,40.1127011,-88.2407279
0a4lX5VhCXJOwe-idxnVbw,42,40.111959,-88.208652
Q_y3CeG_tsKTang0NHtVLQ,36,40.118535,-88.24481
LWCundUtM5OWdYxCU7daXg,36,40.1104641,-88.2439326
BDFtqAA9zVXjyueuSIafzg,42,40.1122506,-88.2080393
t4FL-MdlSLgjYSGSD2_ehw,36,40.116619,-88.237599
mtQHSFxx35emKstqMxp9Cw,36,40.114132,-88.238369
leH24AjTrmcImAbsdh4HFQ,39,40.1103674315,-88.2306395688
ubie7PKVVzhyns7inLk6SQ,36,40.1164204,-88.2433829
AjgLxtP_cejKAlw3GmXpsQ,42,40.1167919,-88.205811
_dOcOVjrFcIKbMWX1VTdBA,36,40.1147989,-88.2384807
ekRwCkp1nS1hsbXLAOiPzw,39,40.1105984,-88.2290979
IjW0gPBiz96xpoiDllcvEQ,42,40.11098,-88.219931
EMjKhNWBprdlb5Obcia2uA,39,40.116061,-88.231376
6Ori-rHJC0lJ6uEt4D_Lkw,39,40.1108681,-88.2283044
G7td0ad3wqtEODTJpNjEZQ,36,40.119807,-88.2438559
CSz3N4vSxbMZi1O2EXeKbQ,36,40.110208,-88.2408694
PYG1nrz2yYDSQk3W-vYwAA,39,40.1103747782,-88.2306922227
4BbGLCKxkcoBNvPgh3oJ1A,23,40.137122,-88.221646
pA-TU5anRV7T9abf0oTgtA,39,40.1096989,-88.2303608
TxWfLkj8LLlVLBgA0woYEg,39,40.109909,-88.235626
3FAaEsYznpJoo0fOA1yuBg,39,40.113724,-88.235132
yrBJWeJwSimibckkHaWLyg,36,40.1152039,-88.2433126
y1zWQYi3DgEiQp3RML-rtA,39,40.1092117,-88.23147
Rx3CmXgtY335QhdIN2u_1g,36,40.1155274,-88.239229
KIg39mlb7WrjEbR0ImPyyA,39,40.110231,-88.237045
fMg7nSN54-MC8jR7apt4Kg,39,40.1092429275,-88.2272529602
yZwl-dXM4SpEDEiihrfZnw,39,40.1099251,-88.2314617
BnHVssX00VthoSNsMVO51g,39,40.115755,-88.232332
GpxGxY8Txj509bbQPCvNQg,36,40.112801,-88.239078
cMJL8kZOF0VsYMhM2DKkBw,36,40.112354,-88.24319
PkfLjI_YQDKv5CxY8HRoxA,36,40.116563,-88.242159
iCOvcfVRfi-f05aeqBLpKg,39,40.1100246,-88.2332899
QHoZ49jZhGnVXCmiXB-__Q,36,40.1121498,-88.2384776
-ITQFFUePZYEH8Rjd8J9_Q,36,40.1167333,-88.2428608
UOqPPWNCh9oeXhv3SrjWBA,36,40.1132632,-88.2390528
AB5RgQ0ZnMThdqgFS3cPuw,36,40.1171251,-88.2426687
NMGkgrTGyNVAA5mnwYL5Ig,36,40.112801,-88.239078
zAL2xprP1KQkZR-swQIZgg,36,40.1135266294,-88.2459640503
3ieQn1RIeIdm1JGzUwxRVQ,42,40.1163569,-88.2123406
gY7617TMFGmPQR2A70L2vA,36,40.109908,-88.2412049
h_usUndeAdHj-wH219-wUA,39,40.110113,-88.233218
dSyhhhymN7_3qXaZRayzIg,39,40.1102514,-88.2335202
hkCjhzrDnwU2L0JcVNnw0w,36,40.116475,-88.243044
t7x5fAc6iLA9LXeGbSR5gw,42,40.1167919,-88.205811
qgIAjfsGIqteEu0473miPg,42,40.116214,-88.207915
RwhUzMEG2tVnZQY9dEuXzw,39,40.1079898,-88.2295058
Gjlg8YMOEPelMTrig1N8AA,36,40.11682,-88.242122
OsSpnULG2bWKzRDDDDIiGQ,39,40.1102758,-88.2304104
Rk43miYD_mqALQHUL7eMWg,36,40.1148749,-88.2394277
DKIWhF3OhRcwRtvV9pnbsw,36,40.1170182,-88.2455847
BzmMwgLV32zeQPwNaUUbtg,39,40.1120704,-88.2324294
EYFV3b2fkt1fOqYnasonfA,39,40.109335,-88.23084
rzH3NU9teI9WVKt-hBsJjg,36,40.1111456,-88.2441689
ubWxOCe1b0pGg2Ztd4-hXg,42,40.1124479,-88.2084132
XxIlzb51ezzvYAg-fJ7pSw,42,40.1120887,-88.2089161
qUWDPFWaW0fOY66lL0diqg,36,40.1103591,-88.2380128
kQIa72d-V_MuklkrDig3Mg,36,40.112114,-88.241292
gkf1i_NNqZYGMkL-RZFTUQ,36,40.1164204,-88.2433829
RbThUOAzsx7am1xaft29zg,39,40.110082,-88.229611
d2gSR1couW3qGw1sluLYqQ,42,40.113215,-88.207619
jydmaHFFWpKKDKTJLwThyA,36,40.1150512695,-88.24609375
fSJXsu9WKB106A1CSQQYsg,39,40.1099946,-88.2304036
wYT34MQMvjXU_j62UiyFtQ,39,40.110518,-88.237281
ib15YbFAejymqZIQPnxbjA,36,40.110526,-88.242771
JCE7ZKFCRcRvkHLnqHWu0A,39,40.1097387,-88.2273147
bQU1ujXL-KocGVjjU_e5mg,39,40.110443,-88.234443
fF8xSa16EAtR_OmUnJVNug,39,40.110351,-88.231456
dXLRevtIEnAvjUhPM_zTEg,39,40.110041,-88.2296889
IZOKtFjm_hiL4OGmCq2NNA,42,40.112757,-88.2085029
oj15e-jsX5_aZCrE4F_rtQ,42,40.1127464,-88.2077222
05FJCAvUFOAk8B_nIOqt7A,39,40.1105579,-88.2311675
zMN8UGd1zDEreT58OCdnyg,39,40.1103909,-88.2361709
msA4kFKchj9_cP2JzuyH6w,39,40.110109,-88.229995
X9fFsMHgWnXZd63U82nlWQ,39,40.1104646646,-88.2371576184
lN-Yl_ieWU5LTNXGaddaTA,36,40.119484,-88.2425219
VyqJehEkM6jlrzbXOudviw,36,40.112825,-88.239211
maA9Fx7-ykcmzkkz6cEHiw,39,40.110113,-88.233218
gpokyKfaiK4_3EXjEqMc5A,42,40.1108024867,-88.2064390182
l8B35OwrDUQTg5ojQu0tEA,39,40.1097306,-88.2303742
L5RqnvOXfdbkkQyEPAOqsg,42,40.116124,-88.21181
rm2OnyNDnlWkSNUSxETsGg,36,40.1178627014,-88.2433013916
79hY0d7j45ZRjTAB2d0jQQ,39,40.1081556,-88.2297751
4UG9uGnByKgoiuVpC0DthA,13,40.111024,-88.197063
TRNYNeiLLY-1yobo4rArxQ,39,40.1113062,-88.2289026
qSwb2VJNzCKfY4FvqJM4eQ,36,40.1126367,-88.2401565
ZTWPlY-qUhK2Pdp35rxong,42,40.113195,-88.207789
8zaahO6vCRqr26E5z-VJ-Q,36,40.116032,-88.238533
fREkmfcmiusbDkXDKRit3g,39,40.110041,-88.2296889
kXpQzN1jJ3vHuvUnbvqxzg,39,40.1111797,-88.2255837
pPWre8lbVAssER6CN0uWMw,36,40.116597,-88.242292
EKr_ev4Mxj1lvsRKFyCwGg,42,40.1135571,-88.2089404
mSTjlawGZcbg8YBQx9UxFg,42,40.116832,-88.207131
qJlrHs5iyFOLA7Wly-M0pg,39,40.1163619,-88.2307583
RcHfSp2qCW8DFwpmpuNv4A,39,40.1100823,-88.2296913
3AtlNePpVHC-D1a49LqFtA,39,40.1108047945,-88.2302965969
DrH5vlQM5g_K2yFoaRlvBQ,39,40.1101263,-88.2315292
-k-VmpnaXaGmw03km2QdUA,39,40.1160969,-88.2340246
0lFRJ0q1PU_R4YaLNRWnpA,36,40.118535,-88.244967
zOaUK1e0W7TtyYabzDBK9w,36,40.1181331448,-88.242899908
dw6kMj7WSA2ZRk0FqqjqrQ,36,40.117733,-88.243876
sMkcOCr40SQ-yImyrx3rNg,42,40.1113078,-88.2092503
2y-lxsP5JSOT8QfLkMx68w,42,40.1134471,-88.2030657
6UftUvNBqANqybf8wpWeNA,39,40.1113654,-88.228907
Cu4WjKd2EZ-b5PxPXyH9EA,36,40.1166102,-88.2412504
5FPsw0_mNhylWujmJHseCQ,39,40.1160138,-88.2328416
ZkXg6OJNkSdj5wILMeyhhA,36,40.118413,-88.2430914
Fb3Pl0PO_ojEyChkM_SApA,39,40.1092784,-88.2317452
CWkZy98M36YZRnar1O2P8A,39,40.1087201,-88.2288864
_gr8yc554Sz8jx1ThLXcWg,36,40.1179288,-88.2416361
cab8Jri_Zdz2487hG5em6w,36,40.1164204,-88.2433829
UpmqFP704KlAXpTf6mSr9A,36,40.116715,-88.240606
i7lY2Ip8dEIkyuI75vNO4Q,36,40.11566,-88.241458
8w18zF8H08UhdmiMPYry-g,36,40.110524,-88.241673
xJwYqy04FB7GRRUNQmMDBQ,36,40.1221402,-88.2435604
vY3jiyABOyFOaGBujou8Vg,36,40.116715,-88.240606
p7pGpir_7sZZrxmOUV3Leg,36,40.110411,-88.242982
AE8xMny18PcYqmi_OXWuEQ,36,40.110343,-88.2458594
IUhO58Il7gUEjl1RMEncHA,36,40.1187461626,-88.2449555979
RRCF1uUIkmLcQdZauqZJAQ,39,40.1104696,-88.2331177
vXxsDHzRvQEhK6YbNs3Nww,42,40.11993,-88.2025
7QyBU6vqp1R9JnZYfPtNPQ,39,40.10959,-88.230064
C18HDr56yHQJMMzyFfEpyA,39,40.1104696,-88.2331177
yzInxReAkf7r0aRbwj02Yw,36,40.116825,-88.242716
laMD1HamiWT7pKRXDwjasA,39,40.111016,-88.230183
oh73AgLTIcSkOPGIwRFnDQ,36,40.1105019,-88.241184
Q_GSHn1xqh9p6RozXlZyDw,39,40.109986,-88.233777
bG_b4vyijamVNfXa6c9ClQ,36,40.122052777,-88.2437539673
bmGEYg9Xw9XmCQXgeZ_Pyw,36,40.1154721496,-88.2432021594
qa9WC2u82mT8OqAHd-lO9g,39,40.1100452,-88.2317182
nUD0L9cxX8u4GTsLfrTFWQ,36,40.117602,-88.2414164
qRgEy-m4sejzTKphIFKFkw,42,40.1105839,-88.2070866
C_PGH6IeDtcOX1jheXj6mg,36,40.117022,-88.242084
bssgu4B4ViVNgAvRVpslPw,42,40.1167564392,-88.2114257812
Q9eZS4qDdJo1ker0w3wnMg,42,40.1105839,-88.2070866
jg8rb2o3n0WTB1cBxhEycg,39,40.109459,-88.230604
X-UNqji6i-G6q_5jPMHV5g,39,40.1101814367,-88.2296706364
h3mnO093k1mv2dvVrs2vyA,39,40.1102406,-88.2290836
JcKfTnqX3xO3FxvDMo-Z7w,42,40.1125585,-88.2114234
Rh2Zb7J4n9M60ByTndWH2A,39,40.110039,-88.229804
7XTt5xniJMuP2onGhI65PA,42,40.1125585,-88.2114234
1Aa3uOsnphBVSTrhPQynVg,42,40.1112697,-88.2071113
wNb4pHTh8CzN84G8WftMzw,39,40.1099356,-88.2310945
A2T1l1RUrJ25YxfCbTN7-g,39,40.1102406,-88.2290836
8H-m0VreGoil0FXPrjB1yg,39,40.110053,-88.2308539
u06X5C_pIAVuOXOznIcPYw,39,40.108116,-88.230005
-1oj6-fkP-iO6OyW8QBqPg,39,40.1113,-88.229192
3tcJsTFxfW366jrbPX58Qw,36,40.118282,-88.242445
-_rt1kogqF5ewBExi-1sVg,36,40.1155929,-88.2429788
i0_W9_1abdjBS7d5-pWORQ,39,40.110553,-88.233196
G_NB9evo2fn3_Lgfpap6iw,42,40.1119516,-88.2046548
SeQv-RJ2rS070NvSRh_siQ,42,40.115461,-88.2086039
lmDV-oW_dNn8kGHBbuNzXg,42,40.1133903895,-88.2027876406
