Au8zxtMKpouKEfG0GnXo-A	rzH3NU9teI9WVKt-hBsJjg	4	0.00301151487574,0.189645875274,0.0700652171379,0.0797494552941,0.0441272090362,0.282018031358,0.00738430626592,0.00847783906326,0.183545797202,0.131974754492
Au8zxtMKpouKEfG0GnXo-A	oIU_awAiDThL0Xz0iGD5TA	4	0.00301151487574,0.189645875274,0.0700652171379,0.0797494552941,0.0441272090362,0.282018031358,0.00738430626592,0.00847783906326,0.183545797202,0.131974754492
Au8zxtMKpouKEfG0GnXo-A	a4JU2JqAbT0p8_A8s_v8Kw	3	0.00301151487574,0.189645875274,0.0700652171379,0.0797494552941,0.0441272090362,0.282018031358,0.00738430626592,0.00847783906326,0.183545797202,0.131974754492
Au8zxtMKpouKEfG0GnXo-A	PeQ3gtLHAg9ov0YuM-m21A	4	0.00301151487574,0.189645875274,0.0700652171379,0.0797494552941,0.0441272090362,0.282018031358,0.00738430626592,0.00847783906326,0.183545797202,0.131974754492
Au8zxtMKpouKEfG0GnXo-A	sBw0ZgTVeRgdOA3sfGIcwQ	4	0.00301151487574,0.189645875274,0.0700652171379,0.0797494552941,0.0441272090362,0.282018031358,0.00738430626592,0.00847783906326,0.183545797202,0.131974754492
gPIhp_FT6zyq59dIbpSgIw	PNTxTIpcM1_NVMO9i4Rt_Q	5	0.0022956548175,0.0536320775843,0.154220350494,0.0396546419673,0.12008476239,0.265214819053,0.0027650026463,0.0122102856072,0.192925538339,0.156996867101
gPIhp_FT6zyq59dIbpSgIw	qevmzWge4_pwJ6SB8gKTiA	5	0.0022956548175,0.0536320775843,0.154220350494,0.0396546419673,0.12008476239,0.265214819053,0.0027650026463,0.0122102856072,0.192925538339,0.156996867101
SE_rI7GuDs5Q6cFnrhHm8Q	oVX8BPEWRl4iBgApA3PBYw	1	0.00198855916769,0.025257320533,0.0946284510505,0.0452753782392,0.0785862245153,0.0690356494114,0.00427859564948,0.00019324655975,0.11208268052,0.568673894354
SE_rI7GuDs5Q6cFnrhHm8Q	q-CCGjdWS5Vui7RrxyqYAA	3	0.00198855916769,0.025257320533,0.0946284510505,0.0452753782392,0.0785862245153,0.0690356494114,0.00427859564948,0.00019324655975,0.11208268052,0.568673894354
SE_rI7GuDs5Q6cFnrhHm8Q	iYaDjwYdtqhLMY_tQFRlKA	5	0.00198855916769,0.025257320533,0.0946284510505,0.0452753782392,0.0785862245153,0.0690356494114,0.00427859564948,0.00019324655975,0.11208268052,0.568673894354
SE_rI7GuDs5Q6cFnrhHm8Q	_aQl48r1YP6FlvgdDkF0uQ	1	0.00198855916769,0.025257320533,0.0946284510505,0.0452753782392,0.0785862245153,0.0690356494114,0.00427859564948,0.00019324655975,0.11208268052,0.568673894354
rPbYmHhKQ1EU7cSOqH-TFw	F1UsF9LU5h7xp1k9LytT-w	5	0.0122613534119,0.00525510943101,0.0164983001,0.00561591533027,0.0154537131734,0.00476724685983,0.0343107552855,1.15305908502e-05,0.901703753002,0.00412232281492
tus3_64TIDTfrptDiWpVXQ	dw6kMj7WSA2ZRk0FqqjqrQ	4	0.000916268028994,0.0139849468424,0.034343325036,0.0138599435455,0.0178395487906,0.825125655444,0.00200542784004,0.00410510912756,0.0450344280528,0.0427853472917
bE0j83lLzk-YLQJl2o8yvQ	G_NB9evo2fn3_Lgfpap6iw	5	0.0,0.00195818860364,0.000437275798266,0.000336821534831,0.00182863890653,0.000912044651379,0.0,0.0,0.00139561689204,0.993131413613
VU_3PzEZO506yb6wjIjlbg	7QyBU6vqp1R9JnZYfPtNPQ	1	0.0153526361755,0.00618371718319,0.013458989256,0.00133818694869,0.0108859577804,0.0050521377254,0.0349593889087,0.000298096247391,0.905150654549,0.00732023522623
VU_3PzEZO506yb6wjIjlbg	OsSpnULG2bWKzRDDDDIiGQ	5	0.0153526361755,0.00618371718319,0.013458989256,0.00133818694869,0.0108859577804,0.0050521377254,0.0349593889087,0.000298096247391,0.905150654549,0.00732023522623
RWeEl9iS-ukX2V4l5vTvcA	INMS1eoB5V-22QIL33CgmQ	1	0.0,0.0554032537965,0.11979296022,0.0313060971598,0.0672681066539,0.0248260399119,0.178305611786,0.0,0.0624065211446,0.460691409327
yJbA4LdQzE6i3PVWyEXHJw	1tK0k-vRgGFC3oSZNUJ58Q	5	0.0091502451949,0.00223588603481,0.00600186766396,0.00192303792724,0.00877089086631,0.00344218749991,0.000350177604999,0.00034969282545,0.962243720405,0.00553229397787
ZtEklLaHWZ3PwOIkrhTEZw	qDzuNXV-Cl4MKLXtVX89Hg	3	0.0,0.0108747757288,0.125725773738,0.0242157048165,0.340764095591,0.0172963271437,0.0,0.00173830108672,0.34420340643,0.135181615464
Yx70QiMuevOIezc4R8D4nQ	zMN8UGd1zDEreT58OCdnyg	3	0.0127481165023,0.0268743037325,0.0707697625598,0.0139671972483,0.0477024021738,0.0281240776846,0.00527662377901,0.00276607947498,0.744680969431,0.0470904674133
vqA_qw_qxAtoPfK3QFOToA	zMN8UGd1zDEreT58OCdnyg	4	0.00707681941091,0.0257514478005,0.0621245503031,0.0165314591304,0.0438106573738,0.365354801457,0.00573011067271,0.00366858340717,0.409841225423,0.0601103450214
vqA_qw_qxAtoPfK3QFOToA	PeQ3gtLHAg9ov0YuM-m21A	4	0.00707681941091,0.0257514478005,0.0621245503031,0.0165314591304,0.0438106573738,0.365354801457,0.00573011067271,0.00366858340717,0.409841225423,0.0601103450214
OamvChgSIsZ7-mE_Oyi1zw	wgxR_tEXgyNM1r4LFjhrOg	5	0.0,0.0,0.0236913871748,0.00236909959812,0.0268800383705,0.016353530337,0.244950235591,0.0,0.0570872871755,0.628668421753
CPPQ57I3dj-HkzvrTenTUQ	2cW9LyHHChCSmcI4lBs5sw	4	0.000512047892766,0.0121627560985,0.0142576589969,0.0116895068312,0.00578483351421,0.0153019194586,0.0,0.00103832306544,0.0309501762244,0.908302777918
eqEPdipx4VfS2q8fa0USeQ	wYT34MQMvjXU_j62UiyFtQ	2	0.00937961265985,0.424584153813,0.000694380596469,7.34588583895e-05,0.0479889725659,0.013932064698,0.000195289503582,1.59571447701e-05,0.492811136329,0.0103249738315
eqEPdipx4VfS2q8fa0USeQ	l6KWHEZMr1AuabPA61wlUw	5	0.00937961265985,0.424584153813,0.000694380596469,7.34588583895e-05,0.0479889725659,0.013932064698,0.000195289503582,1.59571447701e-05,0.492811136329,0.0103249738315
XWSxvgoZx_nkqejRboxWvA	mbHfXlcPGQyPKtuh5CJ1Iw	4	0.00133785833712,0.0303160819568,0.0600828482206,0.0172184878179,0.0418469125742,0.683161910672,0.00490584300502,0.00581128102608,0.0749526523007,0.0803661240896
XWSxvgoZx_nkqejRboxWvA	ygZ1n-RjzZibC80NLgHauw	3	0.00133785833712,0.0303160819568,0.0600828482206,0.0172184878179,0.0418469125742,0.683161910672,0.00490584300502,0.00581128102608,0.0749526523007,0.0803661240896
K3iCD-u292H5enW-y2xBBg	fYE54FZCIFYYdFs-AkqRuw	5	0.017797504149,0.01019701481,0.0423020475404,0.00844657614266,0.0287236590985,0.0145584596903,0.0295314384345,0.00187170295284,0.81292069969,0.0336508974915
7YBL0Nlqytyv1vWJ9EO1Bw	gwrFXlSudWuA-zxZeE5svA	2	0.00246757047393,0.104519916185,0.177376372666,0.0845952666682,0.0469080318481,0.167274908477,0.0,0.0498314049032,0.21462890233,0.152397626449
2UgkBMLRH3P_rHDv-nZpZA	iYaDjwYdtqhLMY_tQFRlKA	5	0.00480085790428,0.0629436174343,0.128269354712,0.110213803971,0.134070896971,0.126435387876,0.0171143825979,0.000285795363926,0.203158646205,0.212707256964
kDpbgd9E61pjUruSWoXgEQ	pPWre8lbVAssER6CN0uWMw	4	0.000954111103592,0.0128709669176,0.0163220890536,0.00653956074732,0.425249734155,0.429530894118,0.0206631300304,0.000720951314088,0.0450165919529,0.0421319706079
kDpbgd9E61pjUruSWoXgEQ	NQvZ_RotIEalBKsJ8zuLIw	3	0.000954111103592,0.0128709669176,0.0163220890536,0.00653956074732,0.425249734155,0.429530894118,0.0206631300304,0.000720951314088,0.0450165919529,0.0421319706079
7drinzmWJ14J2yXARoXB9w	h_usUndeAdHj-wH219-wUA	5	0.00744018640173,0.00366190568864,0.00734003913742,0.00215847984081,0.00828448279641,0.00441649517456,0.000707029599311,0.000242782253811,0.961494357689,0.0042542414179
AZbuv5Zsyf4OL5IdatQf4w	dooI_uBZ1bqOETA8F-E1lQ	1	0.261096480755,0.00124803054823,0.0108700096477,0.00228768260783,0.0139655667011,0.0281436353842,0.0803731047944,0.000249443783443,0.396964537845,0.204801507933
AZbuv5Zsyf4OL5IdatQf4w	k0kNhfkp1GrYE15YDApKMg	2	0.261096480755,0.00124803054823,0.0108700096477,0.00228768260783,0.0139655667011,0.0281436353842,0.0803731047944,0.000249443783443,0.396964537845,0.204801507933
DMROoYIn90b8AgnNNJKAMg	i0_W9_1abdjBS7d5-pWORQ	4	0.00502522529531,0.00208517608269,0.00276363585393,0.000602800423626,0.0024162479619,0.00176899126066,0.000258425410458,0.000199196219231,0.982062036524,0.00281826496859
5PaVfxJ6HS_NuhLjnV-nSA	u06X5C_pIAVuOXOznIcPYw	5	0.133412738877,0.250274906844,0.0251200056324,0.00508360891328,0.0204256923165,0.182710410286,0.0173429834368,0.00125815152564,0.342753077257,0.0216184249109
5PaVfxJ6HS_NuhLjnV-nSA	KvZ-05xTCXzEx98ZHsZ_Dw	5	0.133412738877,0.250274906844,0.0251200056324,0.00508360891328,0.0204256923165,0.182710410286,0.0173429834368,0.00125815152564,0.342753077257,0.0216184249109
5PaVfxJ6HS_NuhLjnV-nSA	k0kNhfkp1GrYE15YDApKMg	5	0.133412738877,0.250274906844,0.0251200056324,0.00508360891328,0.0204256923165,0.182710410286,0.0173429834368,0.00125815152564,0.342753077257,0.0216184249109
5PaVfxJ6HS_NuhLjnV-nSA	YUxbw8bcfSXzn1BX06gg9g	2	0.133412738877,0.250274906844,0.0251200056324,0.00508360891328,0.0204256923165,0.182710410286,0.0173429834368,0.00125815152564,0.342753077257,0.0216184249109
t2XdF0N1iv_2ZMScPiZssQ	1T2rnvl67Gk9Uc0gzsCKQA	4	0.0213918126342,0.00211075069008,0.000913513877817,0.00197952618322,0.0050635420565,0.005598587134,0.0185538012206,9.16947242345e-06,0.943109859507,0.0012694372242
_t4PDUHc5rYWDrbvASzlDQ	qevmzWge4_pwJ6SB8gKTiA	5	0.00371846219445,0.0838802985188,0.168777738134,0.0466549209764,0.124935511761,0.208344012894,0.0082950079389,0.0206787605665,0.150288301134,0.184426985882
sLZfNcpvJEgeOduy2b-r8g	dnRzZsej_I1URXYqEGGm7w	3	0.00116627955393,0.0106320615947,0.020023418552,0.0135269833289,0.0202500412037,0.85023417425,0.00292362045615,4.82333186868e-05,0.0320397985862,0.0491553891556
O8MwGtjGdKowqO-1v_2OYA	r2pKiQ9LLaaVNNvBDfPd2w	3	0.00245490400714,0.0295566580422,0.11890712796,0.0269932399913,0.0458650800107,0.59117143076,0.00214140770766,0.00402949290515,0.11895779222,0.0599228663963
FxVCwoRpl89Uw8yOqArHhA	BikDzi8YhQkTJP_nAGOEUA	2	0.00200693425089,0.0447292983328,0.0902131703799,0.0572633278565,0.0770842572798,0.253610974781,0.00543885831037,0.00768349815859,0.105400431021,0.356569249629
FxVCwoRpl89Uw8yOqArHhA	WzkHcPgmNHAbTgwjNNMhCw	4	0.00200693425089,0.0447292983328,0.0902131703799,0.0572633278565,0.0770842572798,0.253610974781,0.00543885831037,0.00768349815859,0.105400431021,0.356569249629
FxVCwoRpl89Uw8yOqArHhA	qevmzWge4_pwJ6SB8gKTiA	5	0.00200693425089,0.0447292983328,0.0902131703799,0.0572633278565,0.0770842572798,0.253610974781,0.00543885831037,0.00768349815859,0.105400431021,0.356569249629
FxVCwoRpl89Uw8yOqArHhA	_rrWTz0W1K_eWafh-8r3fA	4	0.00200693425089,0.0447292983328,0.0902131703799,0.0572633278565,0.0770842572798,0.253610974781,0.00543885831037,0.00768349815859,0.105400431021,0.356569249629
4ZI6RzB8uUG1F2XaK-CE1A	cP-PK9tUbuZVmfEoWYDI9A	1	0.000291079815846,0.00356608437425,0.0118860297132,0.204072207097,0.0169303135783,0.0114846727744,0.000127110974138,0.00150942643567,0.0193190611205,0.730814014117
Aa99R_ld-Dl0wk8N9SUWlg	DjJS8vJXzmpwMUEAcxCexg	5	0.0010483135104,0.00559548007752,0.0552285650618,0.0171290286391,0.0523548842134,0.805492855824,0.000130640988944,0.00164932064098,0.0553744374467,0.00599647359682
gMptLmFSVO2gsAIk-pfSVA	l8B35OwrDUQTg5ojQu0tEA	5	0.0706699789363,0.16456753703,0.0398958277116,0.0280994768617,0.0368258205332,0.109064253981,0.0123627865828,0.00246917606557,0.458338693011,0.077706449287
gMptLmFSVO2gsAIk-pfSVA	rzH3NU9teI9WVKt-hBsJjg	4	0.0706699789363,0.16456753703,0.0398958277116,0.0280994768617,0.0368258205332,0.109064253981,0.0123627865828,0.00246917606557,0.458338693011,0.077706449287
gMptLmFSVO2gsAIk-pfSVA	zMN8UGd1zDEreT58OCdnyg	4	0.0706699789363,0.16456753703,0.0398958277116,0.0280994768617,0.0368258205332,0.109064253981,0.0123627865828,0.00246917606557,0.458338693011,0.077706449287
gMptLmFSVO2gsAIk-pfSVA	ivZo1goh7HXdep03NfA7Cg	4	0.0706699789363,0.16456753703,0.0398958277116,0.0280994768617,0.0368258205332,0.109064253981,0.0123627865828,0.00246917606557,0.458338693011,0.077706449287
gMptLmFSVO2gsAIk-pfSVA	k0kNhfkp1GrYE15YDApKMg	5	0.0706699789363,0.16456753703,0.0398958277116,0.0280994768617,0.0368258205332,0.109064253981,0.0123627865828,0.00246917606557,0.458338693011,0.077706449287
gMptLmFSVO2gsAIk-pfSVA	PeQ3gtLHAg9ov0YuM-m21A	4	0.0706699789363,0.16456753703,0.0398958277116,0.0280994768617,0.0368258205332,0.109064253981,0.0123627865828,0.00246917606557,0.458338693011,0.077706449287
gMptLmFSVO2gsAIk-pfSVA	EJCIIIy4RghSG3Blsg9BrA	3	0.0706699789363,0.16456753703,0.0398958277116,0.0280994768617,0.0368258205332,0.109064253981,0.0123627865828,0.00246917606557,0.458338693011,0.077706449287
gMptLmFSVO2gsAIk-pfSVA	_rrWTz0W1K_eWafh-8r3fA	5	0.0706699789363,0.16456753703,0.0398958277116,0.0280994768617,0.0368258205332,0.109064253981,0.0123627865828,0.00246917606557,0.458338693011,0.077706449287
EFg6mpfSkQfbbajoetwmBw	h3mnO093k1mv2dvVrs2vyA	1	0.00922191807848,0.00058734170138,3.57693474963e-06,1.48502882395e-05,0.000112052252151,0.000921744355433,0.042976629403,0.0,0.945839912373,0.000321974613954
N6dDlaymLX0gxhGq30W5ZA	zMN8UGd1zDEreT58OCdnyg	5	0.00753094585207,0.0413300013408,0.120740889958,0.0201336870225,0.0582284392044,0.0783389469235,0.00314313741702,0.00845785366175,0.567020656857,0.0950754417631
N6dDlaymLX0gxhGq30W5ZA	562AuYjOuZwtTbS1UYhY6Q	2	0.00753094585207,0.0413300013408,0.120740889958,0.0201336870225,0.0582284392044,0.0783389469235,0.00314313741702,0.00845785366175,0.567020656857,0.0950754417631
qL7fhzHgiH7SNZv24GxPig	AjgLxtP_cejKAlw3GmXpsQ	3	0.00309378963728,0.0549131293452,0.0444602812479,0.233148339389,0.0566017673033,0.0421001338408,0.00903328103192,0.00138884279428,0.333816593736,0.221443841675
qL7fhzHgiH7SNZv24GxPig	0a4lX5VhCXJOwe-idxnVbw	3	0.00309378963728,0.0549131293452,0.0444602812479,0.233148339389,0.0566017673033,0.0421001338408,0.00903328103192,0.00138884279428,0.333816593736,0.221443841675
qL7fhzHgiH7SNZv24GxPig	fREkmfcmiusbDkXDKRit3g	4	0.00309378963728,0.0549131293452,0.0444602812479,0.233148339389,0.0566017673033,0.0421001338408,0.00903328103192,0.00138884279428,0.333816593736,0.221443841675
qL7fhzHgiH7SNZv24GxPig	ivZo1goh7HXdep03NfA7Cg	4	0.00309378963728,0.0549131293452,0.0444602812479,0.233148339389,0.0566017673033,0.0421001338408,0.00903328103192,0.00138884279428,0.333816593736,0.221443841675
qL7fhzHgiH7SNZv24GxPig	iYaDjwYdtqhLMY_tQFRlKA	5	0.00309378963728,0.0549131293452,0.0444602812479,0.233148339389,0.0566017673033,0.0421001338408,0.00903328103192,0.00138884279428,0.333816593736,0.221443841675
gdML2R11vy9UmuDL7LzheA	_rrWTz0W1K_eWafh-8r3fA	4	0.00205512537072,0.0458461444256,0.0893499185601,0.0939883902173,0.06212193045,0.333550218229,0.00485980050179,0.00679379596456,0.128152585693,0.233282090588
gdML2R11vy9UmuDL7LzheA	sBw0ZgTVeRgdOA3sfGIcwQ	5	0.00205512537072,0.0458461444256,0.0893499185601,0.0939883902173,0.06212193045,0.333550218229,0.00485980050179,0.00679379596456,0.128152585693,0.233282090588
0oprGZMFxHymJ4HH-a9Eog	4PatE4TUcea0Dj0hKICGJw	5	0.000326732257453,0.00599333728563,0.86476197593,0.0262898106515,0.037452959738,0.00583956749974,0.000285183004107,0.000193250707731,0.0278255691251,0.0310316138007
f8CYQPiB2AJs7B2HbzVsbA	rm2OnyNDnlWkSNUSxETsGg	1	0.00189785767419,0.0397437848681,0.136046600663,0.08016220351,0.028307064229,0.42502556359,0.00277178543253,0.011931189367,0.0799696453177,0.194144305348
f8CYQPiB2AJs7B2HbzVsbA	Aln3dngHMyG6OyPBe7fucw	3	0.00189785767419,0.0397437848681,0.136046600663,0.08016220351,0.028307064229,0.42502556359,0.00277178543253,0.011931189367,0.0799696453177,0.194144305348
f8CYQPiB2AJs7B2HbzVsbA	XfqqfNrnZgEE-78OMuCqsg	4	0.00189785767419,0.0397437848681,0.136046600663,0.08016220351,0.028307064229,0.42502556359,0.00277178543253,0.011931189367,0.0799696453177,0.194144305348
f8CYQPiB2AJs7B2HbzVsbA	pPWre8lbVAssER6CN0uWMw	5	0.00189785767419,0.0397437848681,0.136046600663,0.08016220351,0.028307064229,0.42502556359,0.00277178543253,0.011931189367,0.0799696453177,0.194144305348
f8CYQPiB2AJs7B2HbzVsbA	_rrWTz0W1K_eWafh-8r3fA	5	0.00189785767419,0.0397437848681,0.136046600663,0.08016220351,0.028307064229,0.42502556359,0.00277178543253,0.011931189367,0.0799696453177,0.194144305348
yz8TiXSSThoOfp8B6D9ZCw	dnRzZsej_I1URXYqEGGm7w	5	0.00116627955393,0.0106320615947,0.020023418552,0.0135269833289,0.0202500412037,0.85023417425,0.00292362045615,4.82333186868e-05,0.0320397985862,0.0491553891556
tjKgaBrFOSP6FImyweRKdA	H1dNDQpwpV9SoxbTZSj9hA	5	0.0,0.148646389559,0.174334145905,0.0574931086592,0.0169222065612,0.124001433986,0.0,1.77615787454e-05,0.0656367965812,0.412948157169
SgZCW7j3YtrYQJMRX1XKcQ	r2pKiQ9LLaaVNNvBDfPd2w	5	0.00124200507965,0.21998364339,0.0680879033709,0.0448599576215,0.0367881370618,0.172969011431,0.057731016034,0.0169634758734,0.087126991856,0.294247858281
SgZCW7j3YtrYQJMRX1XKcQ	JVN1hH17NG8xLp8hyJtMBw	4	0.00124200507965,0.21998364339,0.0680879033709,0.0448599576215,0.0367881370618,0.172969011431,0.057731016034,0.0169634758734,0.087126991856,0.294247858281
SgZCW7j3YtrYQJMRX1XKcQ	_rrWTz0W1K_eWafh-8r3fA	5	0.00124200507965,0.21998364339,0.0680879033709,0.0448599576215,0.0367881370618,0.172969011431,0.057731016034,0.0169634758734,0.087126991856,0.294247858281
SgZCW7j3YtrYQJMRX1XKcQ	ODlQV0pzMfx9Fs2ErBoFng	4	0.00124200507965,0.21998364339,0.0680879033709,0.0448599576215,0.0367881370618,0.172969011431,0.057731016034,0.0169634758734,0.087126991856,0.294247858281
JgQ67iS5ciJBoQHeWaMLOA	ey7-ihj-OjM4sEOwWTc06Q	4	0.00124681977476,0.0683195462989,0.18136080706,0.0718878469959,0.205853237786,0.0951114369813,0.0249853976945,0.0321390139125,0.169750222132,0.149345671364
K8D4Z5vy9G14DPtd4J5FJw	2UAbUSTMsR9G26A8AYO3dA	5	0.000430582710995,0.010565698181,0.0190584811389,0.0071393414374,0.0106084305597,0.888923178694,0.00359440232582,0.00125590006182,0.0379453853761,0.0204785995139
nDQsFpxkLPBI8cqEMmESHw	Cda1dk7KCQqEUabDBpCegw	5	0.0,0.000594419793881,0.00534103515245,0.00337308045362,0.00721824723452,0.942090303686,7.34934126525e-05,0.0,0.0336318601932,0.00767756007394
N3M-bHI-uYpunI7rpvES0A	0a4lX5VhCXJOwe-idxnVbw	5	0.00335389211234,0.0476489690888,0.0936937686626,0.0973183169788,0.0959568027776,0.0836907966527,0.0105552365518,0.00215555144562,0.14651303412,0.419113631609
N3M-bHI-uYpunI7rpvES0A	iYaDjwYdtqhLMY_tQFRlKA	5	0.00335389211234,0.0476489690888,0.0936937686626,0.0973183169788,0.0959568027776,0.0836907966527,0.0105552365518,0.00215555144562,0.14651303412,0.419113631609
N3M-bHI-uYpunI7rpvES0A	_rrWTz0W1K_eWafh-8r3fA	5	0.00335389211234,0.0476489690888,0.0936937686626,0.0973183169788,0.0959568027776,0.0836907966527,0.0105552365518,0.00215555144562,0.14651303412,0.419113631609
Z3vpYhiZEEilYru7f1krrQ	amHyyeQJ7Q8k8jTw_miXLw	3	0.0,0.0452719299772,0.0263854484339,0.000457339781353,0.514065047721,0.0407244319387,0.0,0.000236640855089,0.363837962503,0.00902119878917
Z3vpYhiZEEilYru7f1krrQ	e4NlKtPwVOpxE-z9JE6pNA	5	0.0,0.0452719299772,0.0263854484339,0.000457339781353,0.514065047721,0.0407244319387,0.0,0.000236640855089,0.363837962503,0.00902119878917
WtnxEKArLl0cA4T72ZRbkw	PNTxTIpcM1_NVMO9i4Rt_Q	5	0.00174251488212,0.0302531720541,0.0427120018626,0.245618260577,0.0725350484648,0.0974309952869,0.00295908224805,0.00268937695497,0.0968222803852,0.407237267285
WtnxEKArLl0cA4T72ZRbkw	R3dSeFD8k_Z-EHNLlUELiw	5	0.00174251488212,0.0302531720541,0.0427120018626,0.245618260577,0.0725350484648,0.0974309952869,0.00295908224805,0.00268937695497,0.0968222803852,0.407237267285
WtnxEKArLl0cA4T72ZRbkw	ubWxOCe1b0pGg2Ztd4-hXg	1	0.00174251488212,0.0302531720541,0.0427120018626,0.245618260577,0.0725350484648,0.0974309952869,0.00295908224805,0.00268937695497,0.0968222803852,0.407237267285
WtnxEKArLl0cA4T72ZRbkw	S_hwMengYTR6qapEbBBxOg	5	0.00174251488212,0.0302531720541,0.0427120018626,0.245618260577,0.0725350484648,0.0974309952869,0.00295908224805,0.00268937695497,0.0968222803852,0.407237267285
9sMWMabRXIKV3KFJUwSb_w	qDzuNXV-Cl4MKLXtVX89Hg	2	0.0,0.0108747757288,0.125725773738,0.0242157048165,0.340764095591,0.0172963271437,0.0,0.00173830108672,0.34420340643,0.135181615464
Pc_bN8LS3iS5862r7pyGwQ	0lTmepLJF9XZD3ng4l-53g	4	0.0169638218071,0.00130096956391,0.00705189802994,2.78845422154e-05,0.00769404078916,0.00150595270924,0.0394006444673,0.0,0.9140236329,0.0120311551912
6r60C0wxE_gmr4hiKIAiiA	52GfbenV9CybzFTvUjajmQ	3	0.000886913569201,0.0,6.12646637366e-05,2.79840305809e-06,0.000873064648297,1.93169461266e-05,0.977759777673,0.0,0.0196517897915,0.000745074304881
6nqakbu2zU6fjOmbE83_-A	rzH3NU9teI9WVKt-hBsJjg	5	0.00289142452173,0.132373448818,0.0975417011218,0.064893296555,0.0830931657264,0.251022310985,0.0200980641381,0.0224171148314,0.171610264869,0.154059208434
6nqakbu2zU6fjOmbE83_-A	gVp2MmQ2VP8bzeObzX6Qtw	4	0.00289142452173,0.132373448818,0.0975417011218,0.064893296555,0.0830931657264,0.251022310985,0.0200980641381,0.0224171148314,0.171610264869,0.154059208434
6nqakbu2zU6fjOmbE83_-A	BnHVssX00VthoSNsMVO51g	4	0.00289142452173,0.132373448818,0.0975417011218,0.064893296555,0.0830931657264,0.251022310985,0.0200980641381,0.0224171148314,0.171610264869,0.154059208434
6nqakbu2zU6fjOmbE83_-A	bkbOmsZ9cOggOnpKsxOyiQ	3	0.00289142452173,0.132373448818,0.0975417011218,0.064893296555,0.0830931657264,0.251022310985,0.0200980641381,0.0224171148314,0.171610264869,0.154059208434
6nqakbu2zU6fjOmbE83_-A	SuMg71QkocvYToNijTRq-w	5	0.00289142452173,0.132373448818,0.0975417011218,0.064893296555,0.0830931657264,0.251022310985,0.0200980641381,0.0224171148314,0.171610264869,0.154059208434
