Name,Cluster,Latitude,Longitude
lPySbFYBYXW1zepKUV4euQ,0,40.118791,-88.2413056
d-H7FdvcpIE7pQ-Z2Yl_wA,0,40.1168629,-88.2434931
yTlW8Xh1wPpvHBl3dGz9mA,6,40.0833818,-88.1905185
McjqmrsudvpnVxtYJKSUtQ,6,40.0982205,-88.1907117
uJczFcnoK8f9uWgtb0hFGw,6,40.0815676,-88.1888124
9e-gMksoWj_briBaVN00yA,2,40.1071641394,-88.2230068529
dvO4zlxg3GoK_CiqbvtxbQ,1,40.1137608,-88.2088348
XEG7u_7iBmJAnAe30uJtdA,0,40.118679,-88.242863
7ICHhzV20NHITwLwaVWsQg,1,40.1138007,-88.2053424
hqA05Q0Y0Ufv-rDpA_85Eg,1,40.1105839,-88.2070866
IXnTbbzgUGe-gTs56nJWYw,2,40.106689,-88.223507
R-0IVFEKseAL9wYgIhPy1w,2,40.106589,-88.2217624
mprjMn4dqDTFCS10q9kFNg,4,40.123643,-88.200627
sIbFKvkV3yTH7QJJBDi1UA,1,40.1111342,-88.2088925
ivZo1goh7HXdep03NfA7Cg,3,40.110373,-88.238918
Eoq2H5z2iQHr6uCdIY6IIg,2,40.1041806,-88.2267204
rG55ylsEVyxPUYEGqShnJA,1,40.1123076506,-88.2083105296
YHHNxJVtuays5-uJSNgxpw,3,40.113786,-88.243041
NQvZ_RotIEalBKsJ8zuLIw,2,40.1064412,-88.2236523
G4x5E6om0Am7tqJfg63q3g,3,40.111222,-88.2384639
7LAtL5exU4nrC-5W6HT4cQ,0,40.1221403,-88.243543
h9xdY1NO4GnNijNChTy-8A,0,40.1169069806,-88.2426019246
WzkHcPgmNHAbTgwjNNMhCw,1,40.1123976963,-88.209259671
8gZy9OrA9h__P0TVlElDtw,3,40.1159902,-88.2316279
GNCN5Uy169ix11VW_EAC-g,3,40.1084118,-88.2439872
_qNtxbOB6ST8Z8OiO6o61w,6,40.0944108,-88.1913764
0h0CK1TUmQ28D67KIqDjDw,6,40.0952257,-88.1930909
fHZmrq8vkW3_ot0-1fhMPg,2,40.101862,-88.2317371
wyybGK78UmCoc8TNfB9x_g,3,40.112609,-88.2424159
-sj2b_RU1vQPulgdB7tu3A,1,40.117278,-88.203156
eSVQBYV8HU3Gna2KOC8y-g,0,40.1182231,-88.2435515
75J72bE46rJQwmaeRvy1Lg,0,40.1178493,-88.2450179
5UvM_u7V4x2pQrsuzPdA_g,1,40.110569,-88.203507
XTvOfTQignwmJ8d_wWzNqg,0,40.1164204,-88.2433829
fAl42qNbAlG9G_Yu_Gq6SQ,1,40.115868,-88.2113762
6F0Txs2KwRHXvdmfGSNDsQ,0,40.1202006,-88.2435455
10eUFLhA725dAnR-GqUPiA,1,40.1124572,-88.2080181
fXpuT4mNzxzUZbt--vqzIg,2,40.106437,-88.221653
ew5MdPbrBWKV6XIO9_gieA,4,40.123643,-88.200627
wRJURncpTnLI_kf9bu87lQ,1,40.111024,-88.197063
PNTxTIpcM1_NVMO9i4Rt_Q,0,40.121275,-88.242132
1j7xdgHkm-zU036o9EOUDw,0,40.117743,-88.240826
gtBLo6tkIsU-OlUegS5RzQ,3,40.114015,-88.243971
q3CvvIGHoEfe4EuZIxElpA,1,40.1182778,-88.2172578
9ZQ5wHdyytbW-nzG2prjCw,6,40.0985832214,-88.1928024292
_FAKUOcKi8PoztprX95oGw,1,40.112708,-88.209562
lGaTNifOCbsmKqYOu2XS8g,3,40.107102,-88.243891
UvQCdPSXUdnmzbDEtUaoXQ,3,40.1160268,-88.2301808
icumGKhp1TQEPBm5kUs3XQ,0,40.117421,-88.2406818
M-eAou5siImNKoxxcSEX-g,3,40.109909,-88.240973
RdDRWuHNZVUCY6t-VkVsAg,0,40.1154409,-88.239519
V69uCAppP6qyBZGq6Kv8_A,0,40.119068,-88.242791
oHKjjwehNipcGIYBThWg9w,0,40.119807,-88.2438559
Wnrcy1Z7BHMej6i0xyKMXA,1,40.11,-88.2099999
HBCVabWTjFctAbGbgstTYw,1,40.110929,-88.212056
DgVuAbhY9UqeKkE6iv-RrA,2,40.0996943,-88.2228541
hXjOPGuc2mbzQNregzer9g,6,40.0930433,-88.1906702
C9ByKP-8hORBNPBv0sCqbQ,1,40.1113533407,-88.2070030915
2UAbUSTMsR9G26A8AYO3dA,0,40.1169853,-88.2427068
tvajpNC9pqnT8fCw6G10Tw,3,40.1126156,-88.2419785
sjTcWgLS3hGvH_v7GOE37w,4,40.132788,-88.221994
L7emIRsQR0aRnZrpppIU_w,1,40.1180537,-88.2040613
VY8GOpewcFZpfNKf-rsLvA,0,40.118535,-88.244666
gVp2MmQ2VP8bzeObzX6Qtw,0,40.1172781,-88.2428439
BAPuvOua58_WpsblqbPeqQ,1,40.1105875,-88.2072697
pygZcdPZ-XMp8CY8_5tE8A,3,40.1101982,-88.2430455
zyIELEt6zTdBvGgxReq86A,1,40.1124238,-88.2082406
TYyzrCsnGu7Dy8QbH5b4nQ,0,40.114144,-88.239757
YUXKDhvZlODJ5_QlrXIFLA,0,40.117021,-88.243038
gJrYa8zt84G5B5-Q1YQc9g,2,40.108013,-88.222747
TvJxDdA_rGs3dQeWOAGVKw,1,40.1168107,-88.2102582
puALGki4PVdnsAYBeNPCnw,6,40.0860394,-88.1873157
bcW-OuYklAXeEZWBgc7TaA,0,40.1170088,-88.2432482
YUxbw8bcfSXzn1BX06gg9g,3,40.110524,-88.241673
jfgQ8qhbYEUKt3L90vaTAQ,0,40.1221403,-88.243543
VZ3A1pVQFwzNGnsNEz3FiQ,4,40.128228,-88.199861
Yu6TFYr8jgUFbV6xTwqbUQ,3,40.1092749,-88.241482
ev1lmQJKafya4DkjylRyxA,3,40.1127011,-88.2407279
o8NY7kXr7RVD2xSDkZ-TGQ,3,40.1111456,-88.2441689
xUgj_KF0-XRv_DBj96Yiaw,3,40.1111456,-88.2441689
-dg6piX_oJdUMTGgdYP2JQ,4,40.129519,-88.198912
mv1gFZ8FYsFIOTENKhXddw,1,40.1134471,-88.2030657
xjSFeUIvCZBzDHwQ_26TJg,1,40.117278,-88.203156
ponsgEoUUKJwr-TzcM4BLQ,0,40.119931,-88.243878
CvYXcaFhgZ8WlM5iJ0uS5A,1,40.112708,-88.209562
OeuVJI9-JSjGLDBxtntsdw,0,40.1175503,-88.243507
f5aXnsPe190p42LMaevHkA,3,40.1178493,-88.2450179
LN0mZ37BeruC0XjyhES-ug,1,40.116832,-88.207131
GMTCRbO-3Eg12sxyRyU4Bg,2,40.1013126,-88.236018
DjJS8vJXzmpwMUEAcxCexg,0,40.1190386,-88.2438816
sH-CPe7chQDfb2fAWHAMrA,0,40.1211828,-88.2434596
71Y2auyWKWwH_gh0sPCrTQ,5,40.115663,-88.182324
LxNSRHiE33bjE0ZvTkmdBA,0,40.1164204,-88.2433829
22zFwtJGYhHbWiFS3GaJ7Q,1,40.11054,-88.207147
PwbRW6LS38urNTKgBfhN7g,2,40.104509,-88.221953
rJCou4KxXdgLfWSpVdGzVw,1,40.1105875,-88.2072697
4VBumv4lioLm00DxYU0cPw,4,40.125897,-88.199349
p3hX_0h-z__vWabQhkfDdA,0,40.1180359,-88.243877
FJidk-NP4mxLJJPGaHUVJQ,1,40.112708,-88.209562
9ltD-2W5nztWNbfHvkTMXA,0,40.1180841,-88.2450068
lzzV4OxJYU2IQyx-dmMMfQ,1,40.120624,-88.193
xFoOS3bg_8T5zFFtd0TFXQ,1,40.115404,-88.195252
I9tmP7Ip53LrlUWihxZ_dA,1,40.112189,-88.211629
O-xojjHJsvug_o8ssvO4uQ,4,40.125897,-88.199349
ctcFLAQLytYlXGQc2EfCHQ,0,40.1163048,-88.2435213
4jlqFH3cZsgRdWxZ6kwwvg,4,40.127874,-88.198572
wGp0fgsmqCL8ovLwQrlSKw,2,40.1065086,-88.2212475
518uzb7bRmoy7Ne14j4SPA,3,40.113786,-88.243041
gDpaJNo0-DX7ue0UEfjYug,3,40.1111456,-88.2441689
1IxGmH6sn7CnUl8BVwp5hA,3,40.110515,-88.237634
M5E7DW8rqI4v37HhD2pzGQ,0,40.1178493,-88.2450179
cmLB5X26RJXWdZ2qrS5KOg,2,40.106704,-88.225188
bshpPwiOvUdr_m9jFfsWTA,1,40.1172899,-88.189929
R3dSeFD8k_Z-EHNLlUELiw,1,40.1186156,-88.2041131
RSk-BYX8s5027cKo_aELrw,6,40.0879614,-88.1695257
mRJRbeqRxciy0iGzc01uZQ,4,40.131581,-88.221811
wO8c-FbduauxCGiEHchGRA,1,40.1128225269,-88.2090229914
I5-eOvvoKi9yODM5HqFS1w,4,40.130801,-88.219035
DntkMrzlbFPdOdxJtEWLBw,2,40.1048087,-88.2242703
GpMijrYiLAU0FdOQo9Af_w,0,40.116164,-88.242955
r30972eLmnjKbKNc_GtHwA,0,40.1182345,-88.2435423
q8gBakl8Z6NOS2oTu8d6zA,3,40.112846,-88.240661
jQbdeplrAxIl8nM-eDeiRw,3,40.1177896,-88.2420424
kTQTNHisX6E_6U9eEvMlGA,4,40.128357,-88.198476
zbfGsSEKu4OR1QAZaV6V3A,3,40.1128485,-88.2456257
JVN1hH17NG8xLp8hyJtMBw,4,40.1354605,-88.2000889
6U94ybDpNd0fTL7TIzb5Kg,0,40.1177419112,-88.241513984
-StiqyQX9YxKb6VYp2DRfg,3,40.112846,-88.239454
2cW9LyHHChCSmcI4lBs5sw,1,40.1124516,-88.2082596
27q7XsLrKPNwr8i5RcCOvQ,1,40.1050134,-88.1925483
4qe-LsO26fb-53qzAhHr5Q,1,40.112601,-88.200701
6pHQWt6OgTivfOk52O_Wqg,1,40.1112551,-88.2071686
jYsSKOk5OmAniCp_bYmS1g,1,40.113363,-88.216485
NEhBjZYerDPmEBqXBCfTIA,0,40.112869,-88.244493
JCqFWCn31OMSk-vqF5aYNQ,0,40.1182854119,-88.2433998585
j5EEOKd7VAXv4Jxdxi9qgA,1,40.113679,-88.1976634
gmoRsm6hq3PucLT_dOEf_g,6,40.082489,-88.188965
YkKEsYsSpOkDBbHBGKuWQA,2,40.1057373,-88.2194085
Aln3dngHMyG6OyPBe7fucw,0,40.119807,-88.2438559
lU-BbLBvF9GsPNZ56rnbeQ,1,40.112111,-88.212589
bi5WD-l4DCkCEuYKOYrYtQ,3,40.1155244,-88.2438479
KsP8Fv4SKr4dg3P6C_Yszg,1,40.1117245259,-88.2088422693
1XHZT_4TFsgtRyRbI84Hfg,1,40.1167919,-88.205811
xky2rWT8kpsdyJ4YgZB3Jw,3,40.1104641,-88.2439326
xWQiSAfM4m8TATkwjVj1iQ,0,40.1160349,-88.237777
VKagKVAGMtIeWaMw1zZLbQ,2,40.1065109,-88.2218027
wgxR_tEXgyNM1r4LFjhrOg,6,40.093268,-88.1982699
u-y1z3usKenHtOGrH5Vveg,4,40.1334216,-88.1994685
BH5ItzgUlz0GoYJxknV3Zg,1,40.1123878,-88.2021935
OasJ_Jq4cUEHvWLa7UoQzQ,0,40.116631,-88.23472
SZCF6Tm-9jeiHQH9yjeHXA,1,40.1059233,-88.2120315
UqPDUzX87YHTMoFGvuXPWQ,1,40.1121494,-88.2082725
DWjperazeOT-Hu1qpO2_Bw,0,40.117021,-88.243038
rYFNciGj7nGw7BURoeLB5Q,0,40.112777,-88.243852
1S07OVrtlA53CACci5jWgQ,1,40.1139865,-88.2029151
umWStNDUdE1QtbnPjPCfwg,1,40.11105,-88.196084
xt4QrV09JV27QzNfOoEcrA,1,40.1112508,-88.2072358
qevmzWge4_pwJ6SB8gKTiA,0,40.12125,-88.242802
OQIDPNTLuOD8io9FoKKIKA,3,40.1101985,-88.2402729
_aQl48r1YP6FlvgdDkF0uQ,1,40.1105839,-88.2070866
cHKEoEVridjGNoWPS77XAQ,3,40.1123633,-88.2445047
qDzuNXV-Cl4MKLXtVX89Hg,4,40.131581,-88.221811
eKzME8Ax_RHe1f0YmXD8tg,1,40.1132101,-88.204989
wzr66Biu-Cn5VV0kTkADHg,1,40.1166719,-88.204025
VI-zVIlK11AUz47mro8nMA,4,40.1329741,-88.2188301
-zp9i-4tWoyqX8SJE3jI6w,1,40.110634,-88.207179
jO-ttNypCvyiirNMX0-I5w,4,40.128228,-88.199861
a5KCrsAe0G-FYIGrVVANgQ,1,40.11679,-88.2092459
54dHsqbpPjpUtjbS99DEOg,3,40.1175979,-88.2413998
yJPxFeq8SZonNANYjTvEdw,2,40.098168,-88.2191139
rKaIBzG_LGJFHsy7Uqpzmw,0,40.1171407,-88.2414942
hed-iIA7X_l_h38K-q8Wmg,0,40.110524,-88.241673
KvZ-05xTCXzEx98ZHsZ_Dw,0,40.11698563,-88.242283532
oL91dKGJxL7F1u9X-QKXiw,2,40.1068411,-88.2218579
mf8ZmzYh6zsWPb59hvmfoA,2,40.101862,-88.2317371
XL5MmKKzob_TIiRW_GnhAA,1,40.111454,-88.2046189
DWZ1_iy-cTeehK5FTiqH-g,4,40.133231,-88.198592
bkbOmsZ9cOggOnpKsxOyiQ,2,40.1066554,-88.2236278
INMS1eoB5V-22QIL33CgmQ,1,40.1167446,-88.2144857
OudKRHY3WCLDKWKtIna9rQ,3,40.108525,-88.244056
PeQ3gtLHAg9ov0YuM-m21A,0,40.1165558776,-88.2420127724
cFivwA18popY5GH2tJtXlQ,3,40.1127011,-88.2407279
0a4lX5VhCXJOwe-idxnVbw,1,40.111959,-88.208652
Q_y3CeG_tsKTang0NHtVLQ,0,40.118535,-88.24481
LWCundUtM5OWdYxCU7daXg,3,40.1104641,-88.2439326
-3GT67Nuddlp4E_Udb3GKw,1,40.105828,-88.195036
BDFtqAA9zVXjyueuSIafzg,1,40.1122506,-88.2080393
t4FL-MdlSLgjYSGSD2_ehw,0,40.116619,-88.237599
mtQHSFxx35emKstqMxp9Cw,0,40.114132,-88.238369
H8zZGpE8mNlqxgYXnRlSfw,4,40.125869,-88.199848
ubie7PKVVzhyns7inLk6SQ,0,40.1164204,-88.2433829
AjgLxtP_cejKAlw3GmXpsQ,1,40.1167919,-88.205811
_dOcOVjrFcIKbMWX1VTdBA,0,40.1147989,-88.2384807
S_hwMengYTR6qapEbBBxOg,6,40.0808719,-88.1904406
IjW0gPBiz96xpoiDllcvEQ,2,40.11098,-88.219931
G7td0ad3wqtEODTJpNjEZQ,0,40.119807,-88.2438559
CSz3N4vSxbMZi1O2EXeKbQ,3,40.110208,-88.2408694
63KTpis8iBN83Cb5PXx9Jg,2,40.1069877,-88.2215126
vubRS4bmJ_8yXpn-67wNZA,6,40.0962948,-88.1920978
3FAaEsYznpJoo0fOA1yuBg,3,40.113724,-88.235132
yrBJWeJwSimibckkHaWLyg,3,40.1152039,-88.2433126
CVKUrl20STu75dE9aQC1cA,3,40.105187,-88.243851
0kRBRm5xOWclzemsLl9iQA,4,40.128807,-88.197784
Rx3CmXgtY335QhdIN2u_1g,0,40.1155274,-88.239229
KIg39mlb7WrjEbR0ImPyyA,3,40.110231,-88.237045
GpxGxY8Txj509bbQPCvNQg,3,40.112801,-88.239078
cMJL8kZOF0VsYMhM2DKkBw,3,40.112354,-88.24319
PkfLjI_YQDKv5CxY8HRoxA,0,40.116563,-88.242159
QHoZ49jZhGnVXCmiXB-__Q,3,40.1121498,-88.2384776
-ITQFFUePZYEH8Rjd8J9_Q,0,40.1167333,-88.2428608
UOqPPWNCh9oeXhv3SrjWBA,3,40.1132632,-88.2390528
AB5RgQ0ZnMThdqgFS3cPuw,0,40.1171251,-88.2426687
NMGkgrTGyNVAA5mnwYL5Ig,3,40.112801,-88.239078
zAL2xprP1KQkZR-swQIZgg,3,40.1135266294,-88.2459640503
Vb3u4Io2pgPhI37Qn61vlA,3,40.1075195419,-88.2432775004
3ieQn1RIeIdm1JGzUwxRVQ,1,40.1163569,-88.2123406
gY7617TMFGmPQR2A70L2vA,3,40.109908,-88.2412049
hkCjhzrDnwU2L0JcVNnw0w,3,40.116475,-88.243044
HKN_-ZvArer9TkHF5HXEOg,4,40.1310376876,-88.198115317
t7x5fAc6iLA9LXeGbSR5gw,1,40.1167919,-88.205811
qgIAjfsGIqteEu0473miPg,1,40.116214,-88.207915
Gjlg8YMOEPelMTrig1N8AA,0,40.11682,-88.242122
CIW4ylVYTXLgzH3CkxrL1g,1,40.104313,-88.1982139
d9dbAhETeCCk1gOmRsAW9Q,4,40.1305062,-88.1962867
Rk43miYD_mqALQHUL7eMWg,0,40.1148749,-88.2394277
DKIWhF3OhRcwRtvV9pnbsw,0,40.1170182,-88.2455847
JusiGIxO5CPZmjjsHfoxCQ,0,40.1089611,-88.2437602
d4KAn7rKKYTdWjf_clT-PQ,2,40.1075515,-88.2206847
FqgotmZY0WcNjyDJh48n-w,5,40.1111116,-88.1822926
rzH3NU9teI9WVKt-hBsJjg,3,40.1111456,-88.2441689
ubWxOCe1b0pGg2Ztd4-hXg,1,40.1124479,-88.2084132
XxIlzb51ezzvYAg-fJ7pSw,1,40.1120887,-88.2089161
qUWDPFWaW0fOY66lL0diqg,3,40.1103591,-88.2380128
e4NlKtPwVOpxE-z9JE6pNA,4,40.127471,-88.1948862
kQIa72d-V_MuklkrDig3Mg,3,40.112114,-88.241292
gkf1i_NNqZYGMkL-RZFTUQ,0,40.1164204,-88.2433829
d2gSR1couW3qGw1sluLYqQ,1,40.113215,-88.207619
jydmaHFFWpKKDKTJLwThyA,3,40.1150512695,-88.24609375
dtcn6Td3JmqJCXlq1Uri7w,3,40.105187,-88.243851
vDnXB_JPHvzFLKfYxub-XQ,6,40.087852,-88.170282
ib15YbFAejymqZIQPnxbjA,3,40.110526,-88.242771
Tc31Xxq_730plC4imUphzA,2,40.1041332,-88.2209428
IZOKtFjm_hiL4OGmCq2NNA,1,40.112757,-88.2085029
oj15e-jsX5_aZCrE4F_rtQ,1,40.1127464,-88.2077222
1iHsltcNWtMDll6Xf3SbYQ,2,40.1026786,-88.2199549
zMN8UGd1zDEreT58OCdnyg,3,40.1103909,-88.2361709
X9fFsMHgWnXZd63U82nlWQ,3,40.1104646646,-88.2371576184
WrsF_B4UoJ7CGUt4ZOvvOQ,2,40.1060728,-88.2217733
lN-Yl_ieWU5LTNXGaddaTA,0,40.119484,-88.2425219
VyqJehEkM6jlrzbXOudviw,3,40.112825,-88.239211
gpokyKfaiK4_3EXjEqMc5A,1,40.1108024867,-88.2064390182
HlbqMsE2pt49E0rsKwXl6A,5,40.115214,-88.178788
URAkdLzbFwbhvp087RlvzA,6,40.098023,-88.192765
hD-r-Bk9fNW6qSRB9Zpz1Q,2,40.1006132,-88.2191444
L5RqnvOXfdbkkQyEPAOqsg,1,40.116124,-88.21181
rm2OnyNDnlWkSNUSxETsGg,0,40.1178627014,-88.2433013916
4UG9uGnByKgoiuVpC0DthA,1,40.111024,-88.197063
qSwb2VJNzCKfY4FvqJM4eQ,3,40.1126367,-88.2401565
ZTWPlY-qUhK2Pdp35rxong,1,40.113195,-88.207789
GjXFqTSGoVoExrs8ifAiWQ,6,40.0960909,-88.1907853
8zaahO6vCRqr26E5z-VJ-Q,0,40.116032,-88.238533
j8zMF1H7Tr-efRIdt6YN9Q,1,40.1059233,-88.2120315
pPWre8lbVAssER6CN0uWMw,0,40.116597,-88.242292
EKr_ev4Mxj1lvsRKFyCwGg,1,40.1135571,-88.2089404
mSTjlawGZcbg8YBQx9UxFg,1,40.116832,-88.207131
0lFRJ0q1PU_R4YaLNRWnpA,0,40.118535,-88.244967
zOaUK1e0W7TtyYabzDBK9w,0,40.1181331448,-88.242899908
dw6kMj7WSA2ZRk0FqqjqrQ,0,40.117733,-88.243876
sMkcOCr40SQ-yImyrx3rNg,1,40.1113078,-88.2092503
QWMwvT3voF9af9bZEwYj1A,6,40.0930313,-88.1906486
2y-lxsP5JSOT8QfLkMx68w,1,40.1134471,-88.2030657
XW3R4wyKl3GPSO7q0_USiw,6,40.097699,-88.191295
Cu4WjKd2EZ-b5PxPXyH9EA,0,40.1166102,-88.2412504
ZkXg6OJNkSdj5wILMeyhhA,0,40.118413,-88.2430914
_gr8yc554Sz8jx1ThLXcWg,0,40.1179288,-88.2416361
R7BhC4Yrwi2HVZHi7VX_tQ,6,40.0977687,-88.1903451
cab8Jri_Zdz2487hG5em6w,0,40.1164204,-88.2433829
9nmeU-OOyxkn8vRy5dolNg,2,40.1065109,-88.2218027
UpmqFP704KlAXpTf6mSr9A,0,40.116715,-88.240606
i7lY2Ip8dEIkyuI75vNO4Q,0,40.11566,-88.241458
8w18zF8H08UhdmiMPYry-g,0,40.110524,-88.241673
xJwYqy04FB7GRRUNQmMDBQ,0,40.1221402,-88.2435604
vY3jiyABOyFOaGBujou8Vg,0,40.116715,-88.240606
p7pGpir_7sZZrxmOUV3Leg,3,40.110411,-88.242982
AE8xMny18PcYqmi_OXWuEQ,3,40.110343,-88.2458594
IUhO58Il7gUEjl1RMEncHA,0,40.1187461626,-88.2449555979
vXxsDHzRvQEhK6YbNs3Nww,4,40.11993,-88.2025
iYaDjwYdtqhLMY_tQFRlKA,1,40.105859,-88.1951107
yzInxReAkf7r0aRbwj02Yw,0,40.116825,-88.242716
oh73AgLTIcSkOPGIwRFnDQ,3,40.1105019,-88.241184
bG_b4vyijamVNfXa6c9ClQ,3,40.122052777,-88.2437539673
bmGEYg9Xw9XmCQXgeZ_Pyw,0,40.1154721496,-88.2432021594
nUD0L9cxX8u4GTsLfrTFWQ,0,40.117602,-88.2414164
qRgEy-m4sejzTKphIFKFkw,1,40.1105839,-88.2070866
C_PGH6IeDtcOX1jheXj6mg,0,40.117022,-88.242084
bssgu4B4ViVNgAvRVpslPw,1,40.1167564392,-88.2114257812
Q9eZS4qDdJo1ker0w3wnMg,1,40.1105839,-88.2070866
elwuxXreWA3IVAW5qNOw3g,2,40.1055528,-88.2194171
JcKfTnqX3xO3FxvDMo-Z7w,1,40.1125585,-88.2114234
Z4ZP0LwHhG8SMTkvEcVvpg,2,40.1069322429,-88.2234063715
7XTt5xniJMuP2onGhI65PA,1,40.1125585,-88.2114234
1Aa3uOsnphBVSTrhPQynVg,1,40.1112697,-88.2071113
6SMOLuTeNpAlC6VBAgWMwQ,3,40.1095856,-88.2442988
GpZTI_1a34otl9cQNbAEeA,3,40.107366,-88.243872
dooI_uBZ1bqOETA8F-E1lQ,4,40.1311623,-88.2181002
3tcJsTFxfW366jrbPX58Qw,0,40.118282,-88.242445
-_rt1kogqF5ewBExi-1sVg,0,40.1155929,-88.2429788
KI96Ec7doScwF2jD6B7RdA,4,40.128228,-88.199861
G_NB9evo2fn3_Lgfpap6iw,1,40.1119516,-88.2046548
SeQv-RJ2rS070NvSRh_siQ,1,40.115461,-88.2086039
lmDV-oW_dNn8kGHBbuNzXg,1,40.1133903895,-88.2027876406
P_X0pRArVxBjCihppLmHJg,4,40.1317864,-88.1975496
kAyu3y6JA5YbE96EQLtj1w,1,40.111028,-88.207883
kLHPR_eUmAsOl-XLJSSO2Q,6,40.096510146,-88.1920049885
oP8KsXHOUA_otHHI5JHScQ,1,40.1112419,-88.2072116
7fwe5VVJ0RvmNp-u0EPN5g,0,40.1199288,-88.2411724
1FyivCp5YZl_04zHAOXfuQ,1,40.1125736143,-88.2091920933
vA8ed8BFvQxz4HFt8cHd9Q,4,40.140714,-88.1937109
gduiXKoqFTw-TXJGAYQFDA,3,40.1075685,-88.2433086
M2boe4Te0rQ5RasVJkPXng,1,40.1172246,-88.2051296
X9lUz008RWP6D0RjnQ_uVg,4,40.1248447,-88.1996768
9hpabXYGjvBw1-W9XsOHJA,6,40.0845162,-88.1905082
8RP_A9rBaDRMQUwNYSl7YA,2,40.106437,-88.221653
vxFeYTFre83stnrcLAj84A,1,40.117801,-88.20475
1ZMcQNF-hHL0nJSnh5_a4w,4,40.123643,-88.200627
mJxu0USvbwSHcGsmwWh22A,0,40.1175498,-88.2431341
fNYKnPfo3w8k9BdBtTpAKg,6,40.0847849,-88.183672
-u_lsFnUJDGPfe07EjPzug,1,40.1112699,-88.207152
r2pKiQ9LLaaVNNvBDfPd2w,0,40.1185666238,-88.2432330386
NhxR5j9Qnao-iteD3ZiQXA,0,40.1164204,-88.2433829
6X7vAFv-Xj1TPcrJK7H2Eg,0,40.1165811599,-88.2418391481
ufOY2lQHDgSvou3YLT8gHA,1,40.1132,-88.208287
9zbY7nB-erLlMXB_ycbh5w,4,40.130976,-88.220219
RRmdG5PuMbLTTrhfBJjtyw,0,40.1200226,-88.2429257
94CbdVkX1rXZ77s2Yew3pw,2,40.1068514924,-88.2236856091
fxYiDAxCK33ANk8-QemInA,1,40.1167919,-88.205811
Cda1dk7KCQqEUabDBpCegw,0,40.117989,-88.244428
cvCmbiL9gnIciQTQgm4BDA,1,40.112862,-88.2087534
